"YearEnd","LocationDesc","GeoLocation","StratificationCategory1","Stratification1","variable","NPAW1_1 Obesity among adults aged >= 18 years","NPAW1_2 Obesity among high school students","NPAW10_0 No leisure-time physical activity among adults aged >= 18 years","NPAW11_1 Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years","NPAW11_2 Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years","NPAW11_3 Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years","NPAW11_4 Meeting aerobic physical activity guidelines among high school students","NPAW12_1 Participation in daily school physical education classes among high school students","NPAW12_2 Soda consumption among high school students","NPAW13_1 Secondary schools that allow community-sponsored use of physical activity facilities by youth outside of normal school hours","NPAW13_2 Secondary schools that allow students to purchase soda or fruit drinks","NPAW13_3 Secondary schools that allow students to purchase sports drinks","NPAW13_4 Secondary schools that offer less healthy foods as competitive foods","NPAW15_0 Infants breastfed at 6 months","NPAW16_0 Receiving formula supplementation within the first 2 days of life among breastfed infants","NPAW17_0 Mean maternity practices in infant nutrition care (mPINC) score","NPAW18_0 Live births occurring at Baby Friendly Facilities","NPAW2_1 Overweight or obesity among adults aged >= 18 years","NPAW2_2 Overweight or obesity among high school students","NPAW2_3 Overweight or obesity among women aged 18-44 years","NPAW20_0 Television viewing among high school students","NPAW21_0 Computer use among high school students","NPAW3_1 Healthy weight among adults aged >= 18 years","NPAW3_2 Healthy weight among high school students","NPAW4_1 Median daily frequency of fruit consumption among high school students","NPAW4_2 Median daily frequency of fruit consumption among adults aged >= 18 years","NPAW5_1 Median daily frequency of vegetable consumption among high school students","NPAW5_2 Median daily frequency of vegetable consumption among adults aged >= 18 years","NPAW6_0 Census tracts with healthier food retailers within ½ mile of boundary","NPAW7_1 Farmers markets that accept Women and Infant Children (WIC) farmers market nutrition program coupons","NPAW7_2 Farmers markets that accept Supplemental Nutrition Assistance Program (SNAP) benefits","NPAW8_0 Number of farmers markets per 100,000 residents"
2010,"Oklahoma","(35.47203135600046, -97.52107021399968)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Oregon","(44.56744942400047, -120.15503132599969)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Pennsylvania","(40.79373015200048, -77.86070029399963)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Rhode Island","(41.70828019300046, -71.52247031399963)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"South Carolina","(33.998821303000454, -81.04537120699968)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"South Dakota","(44.353130053000484, -100.3735306369997)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Tennessee","(35.68094058000048, -85.77449091399967)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Texas","(31.827240407000488, -99.42677020599967)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Utah","(39.360700171000474, -111.58713063499971)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Vermont","(43.62538123900049, -72.51764079099962)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Virginia","(37.54268067400045, -78.45789046299967)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Washington","(47.52227862900048, -120.47001078999972)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"West Virginia","(38.66551020200046, -80.71264013499967)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Wisconsin","(44.39319117400049, -89.81637074199966)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Wyoming","(43.23554134300048, -108.10983035299967)","Overall","Overall","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Gender","Female","DataValue",31.8,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,NA,NA,NA,NA,34.7,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Gender","Male","DataValue",32.3,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3,NA,NA,NA,NA,27.7,NA,NA,1,NA,1.2,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Overall","Overall","DataValue",32,NA,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,66.7,NA,56.9,NA,NA,31.3,NA,NA,1,NA,1.2,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Race/Ethnicity","Black, non-Hispanic","DataValue",40.1,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2,NA,66.3,NA,NA,28,NA,NA,1.1,NA,1,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Race/Ethnicity","Hispanic","DataValue",28.6,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,NA,NA,NA,NA,34.7,NA,NA,1.3,NA,1.4,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,NA,NA,NA,NA,39.2,NA,NA,0.8,NA,1.4,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Race/Ethnicity","Other, non-Hispanic","DataValue",22.4,NA,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,NA,NA,NA,40,NA,NA,1.1,NA,1.5,NA,NA,NA,NA
2011,"Alabama","(32.84057112200048, -86.63186076199969)","Race/Ethnicity","White, non-Hispanic","DataValue",29.8,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,NA,53.2,NA,NA,32,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"Alaska","(64.84507995700051, -147.72205903599973)","Gender","Female","DataValue",26.7,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,40.2,NA,NA,1.1,NA,1.6,NA,NA,NA,NA
2011,"Alaska","(64.84507995700051, -147.72205903599973)","Gender","Male","DataValue",28,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.3,NA,NA,NA,NA,25.7,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"Alaska","(64.84507995700051, -147.72205903599973)","Overall","Overall","DataValue",27.4,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,66.3,NA,53.7,NA,NA,32.3,NA,NA,1.1,NA,1.4,NA,NA,NA,NA
2011,"Alaska","(64.84507995700051, -147.72205903599973)","Race/Ethnicity","Hispanic","DataValue",31.5,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,NA,NA,NA,NA,29.3,NA,NA,0.8,NA,1.3,NA,NA,NA,NA
2011,"Alaska","(64.84507995700051, -147.72205903599973)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",23.3,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,NA,NA,NA,NA,34.7,NA,NA,1.2,NA,1.7,NA,NA,NA,NA
2011,"Alaska","(64.84507995700051, -147.72205903599973)","Race/Ethnicity","Other, non-Hispanic","DataValue",29.7,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,NA,63.6,NA,NA,31.8,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"Alaska","(64.84507995700051, -147.72205903599973)","Race/Ethnicity","White, non-Hispanic","DataValue",25.9,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,NA,47.7,NA,NA,33.9,NA,NA,1.1,NA,1.6,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Gender","Female","DataValue",25.8,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,NA,NA,NA,NA,42.4,NA,NA,1.1,NA,1.5,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Gender","Male","DataValue",24.4,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,NA,NA,NA,NA,28.1,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Overall","Overall","DataValue",25.1,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,62.3,NA,49.3,NA,NA,35.1,NA,NA,1.1,NA,1.4,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Race/Ethnicity","Black, non-Hispanic","DataValue",26.8,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1,NA,NA,NA,NA,25.8,NA,NA,1.4,NA,1.2,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Race/Ethnicity","Hispanic","DataValue",33.8,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1,NA,59.4,NA,NA,24.2,NA,NA,1,NA,1.1,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,NA,NA,NA,39.7,NA,NA,1.1,NA,1.8,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Race/Ethnicity","Other, non-Hispanic","DataValue",28,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,NA,52.5,NA,NA,37,NA,NA,1.1,NA,1.4,NA,NA,NA,NA
2011,"Arizona","(34.865970280000454, -111.76381127699972)","Race/Ethnicity","White, non-Hispanic","DataValue",21.2,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,NA,41.5,NA,NA,40,NA,NA,1.1,NA,1.5,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Gender","Female","DataValue",31.2,NA,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,NA,NA,NA,NA,37.8,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Gender","Male","DataValue",30.7,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,27.9,NA,NA,1,NA,1.1,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Overall","Overall","DataValue",30.9,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,64.9,NA,53.2,NA,NA,32.8,NA,NA,1,NA,1.2,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Race/Ethnicity","Black, non-Hispanic","DataValue",38.1,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,NA,74.8,NA,NA,23.4,NA,NA,1.1,NA,0.8,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Race/Ethnicity","Hispanic","DataValue",18.4,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9,NA,NA,NA,NA,32.6,NA,NA,1,NA,1,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,NA,36.6,NA,NA,1,NA,NA,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Race/Ethnicity","Other, non-Hispanic","DataValue",15,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9,NA,NA,NA,NA,44,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"Arkansas","(34.74865012400045, -92.27449074299966)","Race/Ethnicity","White, non-Hispanic","DataValue",31,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7,NA,48.7,NA,NA,34.4,NA,NA,1,NA,1.3,NA,NA,NA,NA
2011,"California","(37.63864012300047, -120.99999953799971)","Gender","Female","DataValue",24.5,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,NA,NA,NA,NA,44.3,NA,NA,1.4,NA,1.6,NA,NA,NA,NA
2011,"California","(37.63864012300047, -120.99999953799971)","Gender","Male","DataValue",23.1,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2,NA,NA,NA,NA,31.3,NA,NA,1.1,NA,1.3,NA,NA,NA,NA
